cpc;description_en;common_name_en
S61244;Wholesale trade services on a fee or contract basis, of household appliances;
S61245;Wholesale trade services on a fee or contract basis, of miscellaneous household utensils, cutlery, crockery, glassware, china and pottery;
S61246;Wholesale trade services on a fee or contract basis, of wickerwork, cork goods, cooper's ware and other wooden ware;
S6125;Wholesale trade services on a fee or contract basis, of miscellaneous consumer goods;
S61251;Wholesale trade services on a fee or contract basis, of books, newspapers, magazines and stationery;
S61252;Wholesale trade services on a fee or contract basis, of photographic, optical and precision equipment;
S61253;Wholesale trade services on a fee or contract basis, of games and toys;
S61254;Wholesale trade services on a fee or contract basis, of watches, clocks and jewellery;
S61255;Wholesale trade services on a fee or contract basis, of sports goods (incl. bicycles);
S61256;Wholesale trade services on a fee or contract basis, of leather goods and travel accessories;
S61259;Wholesale trade services on a fee or contract basis, of miscellaneous consumer goods n.e.c.;
S6126;Wholesale trade services on a fee or contract basis, of construction materials and hardware;
S61261;Wholesale trade services on a fee or contract basis, of construction materials and flat glass;
S61262;Wholesale trade services on a fee or contract basis, of fittings, fixtures and ceramic sanitary fixtures;
S61263;Wholesale trade services on a fee or contract basis, of wallpaper and floor coverings;
S61264;Wholesale trade services on a fee or contract basis, of paints, varnishes and lacquers;
S61265;Wholesale trade services on a fee or contract basis, of hardware and hand tools;
S6127;Wholesale trade services on a fee or contract basis, of chemical and pharmaceutical products;
S61271;Wholesale trade services on a fee or contract basis, of basic industrial chemicals and synthetic resins;
S61272;Wholesale trade services on a fee or contract basis, of fertilizers and agrochemical products;
S61273;Wholesale trade services on a fee or contract basis, of pharmaceutical products;
S61274;Wholesale trade services on a fee or contract basis, of medical and orthopaedic goods;
S61275;Wholesale trade services on a fee or contract basis, of perfumery articles, cosmetic articles and toilet soaps;
S61276;Wholesale trade services on a fee or contract basis, of cleaning materials;
S6128;Wholesale trade services on a fee or contract basis, of machinery, equipment and supplies;
S61281;Wholesale trade services on a fee or contract basis, of motor vehicles, motorcycles, snowmobiles and related parts and accessories;
S61282;Wholesale trade services on a fee or contract basis, of other transport equipment, except bicycles;
S61283;Wholesale trade services on a fee or contract basis, of office machinery and equipment including office furniture;
S61284;Wholesale trade services on a fee or contract basis, of computers and packaged software;
S61285;Wholesale trade services on a fee or contract basis, of electronic and telecommunications equipment and parts;
S61286;Wholesale trade services on a fee or contract basis, of agricultural, lawn and garden machinery and equipment, including tractors;
S61287;Wholesale trade services on a fee or contract basis, of mining, construction and civil engineering machinery and equipment;
S61288;Wholesale trade services on a fee or contract basis, of other industry-specific machinery and equipment and related operating supplies;
S61289;Wholesale trade services on a fee or contract basis, of other machinery and equipment n.e.c.;
S6129;Wholesale trade services on a fee or contract basis, of other products;
S61291;Wholesale trade services on a fee or contract basis, of solid, liquid and gaseous fuels and related products;
S61292;Wholesale trade services on a fee or contract basis, of metal ores and metal in primary forms;
S61293;Wholesale trade services on a fee or contract basis, of wood in the rough;
S61294;Wholesale trade services on a fee or contract basis, of paper and paperboard;
S61295;Wholesale trade services on a fee or contract basis, of waste and scrap and materials for recycling;
S61297;Wholesale trade services on a fee or contract basis, of electricity;
S61298;Wholesale trade services on a fee or contract basis, of water;
S61299;Wholesale trade services on a fee or contract basis, of non-metallic minerals and other products n.e.c.;
S62;Retail trade services;
S621;Non-specialized store retail trade services;
S6211;Non-specialized store retail trade services, of raw agricultural products and live animals;
S62111;Non-specialized store retail trade services, of grains and oilseeds and oleaginous fruits, seeds and animal feed;
S62112;Non-specialized store retail trade services, of flowers and plants;
S62114;Non-specialized store retail trade services, of live animals, including pet animals;
S62115;Non-specialized store retail trade services, of hides, skins and leather;
S62119;Non-specialized store retail trade services, of agricultural raw materials n.e.c.;
S6212;Non-specialized store retail trade services, of food, beverages and tobacco;
S62121;Non-specialized store retail trade services, of fruits and vegetables;
S62122;Non-specialized store retail trade services, of dairy products, eggs and edible oils and fats;
S62123;Non-specialized store retail trade services, of meat, poultry and game;
S62124;Non-specialized store retail trade services, of fish and other seafood;
S62125;Non-specialized store retail trade services, of sugar confectionery and bakery products;
S62126;Non-specialized store retail trade services, of beverages;
S62127;Non-specialized store retail trade services, of coffee, tea and spices;
S62128;Non-specialized store retail trade services, of tobacco products;
S62129;Non-specialized store retail trade services, of food products n.e.c.;
S6213;Non-specialized store retail trade services, of textiles, clothing and footwear;
S62131;Non-specialized store retail trade services, of yarn and fabrics;
S62132;Non-specialized store retail trade services, of household linens, curtains, net curtains and diverse household articles of textile materials;
